epoch,step,train_loss,val_loss
0,49,nan,
0,49,,nan
1,99,nan,
1,99,,nan
2,149,nan,
2,149,,nan
3,199,nan,
3,199,,nan
4,249,nan,
4,249,,nan
5,299,nan,
5,299,,nan
6,349,nan,
6,349,,nan
7,399,nan,
7,399,,nan
8,449,nan,
8,449,,nan
9,499,nan,
9,499,,nan
