epoch,step,train_loss,val_loss
0,49,0.0018778769299387932,
0,49,,0.004043822176754475
1,99,0.003723322879523039,
1,99,,0.004308916162699461
2,149,0.002179413102567196,
2,149,,0.004215231165289879
3,199,0.002616333542391658,
3,199,,0.0035618869587779045
4,249,0.0036314052995294333,
4,249,,0.0034545150119811296
5,299,0.0016255199443548918,
5,299,,0.0037543133366853
6,349,0.004297459963709116,
6,349,,0.0034615318290889263
7,399,0.0025103003717958927,
7,399,,0.0037719716783612967
8,449,0.0020529301837086678,
8,449,,0.0033885804004967213
9,499,0.001950903795659542,
9,499,,0.0033783360850065947
10,549,0.0023648005444556475,
10,549,,0.003269330831244588
11,599,0.0021356698125600815,
11,599,,0.0032273349352180958
12,649,0.003002546261996031,
12,649,,0.004293567035347223
13,699,0.0033557931892573833,
13,699,,0.0038445298559963703
14,749,0.003044827375560999,
14,749,,0.0036427280865609646
15,799,0.0024236615281552076,
15,799,,0.003154738573357463
16,849,0.00310478825122118,
16,849,,0.009025470353662968
17,899,0.006460930220782757,
17,899,,0.003170563606545329
18,949,0.002776792971417308,
18,949,,0.0058429669588804245
19,999,0.001641663140617311,
19,999,,0.0030278139747679234
20,1049,0.002405021572485566,
20,1049,,0.003108280012384057
21,1099,0.0025429902598261833,
21,1099,,0.0032948011066764593
22,1149,0.00046842428855597973,
22,1149,,0.003981990739703178
23,1199,0.004078348632901907,
23,1199,,0.0031332296784967184
24,1249,0.0030607073567807674,
24,1249,,0.004367807414382696
25,1299,0.0025315971579402685,
25,1299,,0.0031099210027605295
26,1349,0.003314536064863205,
26,1349,,0.0035930313169956207
27,1399,0.003085627919062972,
27,1399,,0.00451233284547925
28,1449,0.003918597474694252,
28,1449,,0.004613402299582958
29,1499,0.0025991047732532024,
29,1499,,0.00321373762562871
30,1549,0.004175461828708649,
30,1549,,0.0035855763126164675
31,1599,0.0014936880907043815,
31,1599,,0.0034187687560915947
32,1649,0.004474570509046316,
32,1649,,0.003398063126951456
33,1699,0.004624263849109411,
33,1699,,0.0031239790841937065
34,1749,0.0018616935703903437,
34,1749,,0.0035336222499608994
35,1799,0.0019024936482310295,
35,1799,,0.0031285742297768593
36,1849,0.0026386030949652195,
36,1849,,0.0038935295306146145
37,1899,0.002609053160995245,
37,1899,,0.0030487249605357647
38,1949,0.0035589132457971573,
38,1949,,0.0034730383194983006
39,1999,0.0022948344703763723,
39,1999,,0.003309058491140604
40,2049,0.0022045206278562546,
40,2049,,0.003099569119513035
41,2099,0.004253578372299671,
41,2099,,0.003691460005939007
42,2149,0.005230811890214682,
42,2149,,0.003794480813667178
43,2199,0.0011792173609137535,
43,2199,,0.00303829088807106
44,2249,0.0023047728464007378,
44,2249,,0.003905802732333541
45,2299,0.002245770301669836,
45,2299,,0.002965180668979883
46,2349,0.0028387855272740126,
46,2349,,0.004678025841712952
47,2399,0.003139924956485629,
47,2399,,0.0031353889498859644
48,2449,0.0016923396615311503,
48,2449,,0.00706887012347579
49,2499,0.002828761003911495,
49,2499,,0.003965285606682301
50,2549,0.0011330305133014917,
50,2549,,0.0040306816808879375
51,2599,0.004463412333279848,
51,2599,,0.003057529916986823
52,2649,0.0037096343003213406,
52,2649,,0.003926411271095276
53,2699,0.002840232802554965,
53,2699,,0.0035933738108724356
54,2749,0.0011868791189044714,
54,2749,,0.003447264898568392
55,2799,0.002761236857622862,
55,2799,,0.002953724702820182
56,2849,0.003274498274549842,
56,2849,,0.004434169270098209
57,2899,0.0027543369214981794,
57,2899,,0.004518948495388031
58,2949,0.004013320431113243,
58,2949,,0.0032304865308105946
59,2999,0.004879807122051716,
59,2999,,0.0040372200310230255
60,3049,0.0026413302402943373,
60,3049,,0.0039753904566168785
61,3099,0.0008192734676413238,
61,3099,,0.003401851747184992
62,3149,0.002211617771536112,
62,3149,,0.004110897425562143
63,3199,0.0015586515655741096,
63,3199,,0.007653051055967808
64,3249,0.003242018399760127,
64,3249,,0.003352355444803834
65,3299,0.003329329192638397,
65,3299,,0.0034481727052479982
66,3349,0.0015144124627113342,
66,3349,,0.0052780755795538425
67,3399,0.0035694544203579426,
67,3399,,0.004015414044260979
68,3449,0.0028308681212365627,
68,3449,,0.0040451353415846825
69,3499,0.0036347899585962296,
69,3499,,0.004374378826469183
70,3549,0.0013447103556245565,
70,3549,,0.004677079617977142
71,3599,0.001388171105645597,
71,3599,,0.0037053790874779224
72,3649,0.001414051279425621,
72,3649,,0.0029771055560559034
73,3699,0.0038261213339865208,
73,3699,,0.005193871911615133
74,3749,0.0038720699958503246,
74,3749,,0.0049852170050144196
75,3799,0.0037862814497202635,
75,3799,,0.0046880971640348434
76,3849,0.002368028275668621,
76,3849,,0.0040398756973445415
77,3899,0.004045597277581692,
77,3899,,0.0035351659171283245
78,3949,0.0019835601560771465,
78,3949,,0.003820587182417512
79,3999,0.0026708184741437435,
79,3999,,0.003324036253616214
80,4049,0.0019944128580391407,
80,4049,,0.0033731949515640736
81,4099,0.0017931567272171378,
81,4099,,0.0038430173881351948
82,4149,0.0031435503624379635,
82,4149,,0.0037097064778208733
83,4199,0.0070580849424004555,
83,4199,,0.00546642392873764
84,4249,0.001518947072327137,
84,4249,,0.0029677071142941713
85,4299,0.0027775857597589493,
85,4299,,0.007660101167857647
86,4349,0.001646784832701087,
